comment_id,user_id,comment_text,sentiment
486,luna_dubois,Your empathy and kindness are truly inspiring. Keep shining bright!,supportive
487,elias_nguyen,Your creative ideas and innovation are truly commendable!,happy
488,olivia_garcia,You have such a warm and loving spirit. Keep spreading joy!,happy
489,jasmine_wilson,Your strength and resilience are truly inspiring. Keep shining bright!,supportive
490,leo_smith,Your infectious laughter and joy brighten up any room!,happy
491,sophie_anderson,Why do you have to be so aggressive all the time? It's exhausting.,angry
492,david_jones,Your empathy and kindness are truly inspiring. Keep shining bright!,supportive
493,lily_nguyen,Your creativity and innovation are truly commendable!,happy
494,noah_cohen,You have such a warm and loving spirit. Keep spreading joy!,happy
495,olivia_brown,Why are you always so negative? Can't you see the good in anything?,angry
496,william_garcia,Your words of encouragement are truly appreciated. Keep it up!,supportive
497,emma_johnson,This is truly heartwarming. Keep spreading love and positivity!,happy
498,mia_martinez,I can't believe how mean people can be sometimes.,mean
499,liam_rodriguez,Your unwavering support means the world. Keep being amazing!,supportive
500,kai_ali,This is just devastating. I feel so sad for them.,sad
501,isabella_santos,Your infectious laughter and joy brighten up any room!,happy
502,samuel_kim,Why do you have to be so aggressive all the time? It's exhausting.,angry
503,luna_dubois,Your empathy and kindness are truly inspiring. Keep shining bright!,supportive
504,elias_nguyen,Your creative ideas and innovation are truly commendable!,happy
505,olivia_garcia,You have such a warm and loving spirit. Keep spreading joy!,happy
506,noah_martinez,Why are you always so negative? Can't you see the good in anything?,angry
507,emma_kim,Your words of encouragement are truly appreciated. Keep it up!,supportive
508,liam_garcia,This is truly heartwarming. Keep spreading love and positivity!,happy
509,ava_martinez,I can't believe how mean people can be sometimes.,mean
510,sophia_rodriguez,Your unwavering support means the world. Keep being amazing!,supportive
511,kai_ali,This is just devastating. I feel so sad for them.,sad
512,isabella_santos,Your infectious laughter and joy brighten up any room!,happy
513,alexandra_smith,You are so mean-spirited and hurtful. Why do you have to be like that?,mean
